283 1579154376 7.600000 -1.000000 7.600000 7.600000 11.552000
283 1579154375 7.600000 -1.000000 7.600000 7.600000 11.552000
283 1579154374 7.600000 -1.000000 7.600000 7.600000 11.552000
283 1579154373 7.600000 -1.000000 7.600000 7.600000 11.552000
283 1579154372 7.600000 -1.000000 7.600000 7.600000 11.552000
283 1579154371 5.000000 -1.000000 5.000000 5.000000 5.000000
283 1579154370 5.000000 -1.000000 5.000000 5.000000 5.000000
283 1579154369 5.000000 -1.000000 5.000000 5.000000 5.000000
283 1579154368 5.000000 -1.000000 5.000000 5.000000 5.000000
283 1579154367 5.000000 -1.000000 5.000000 5.000000 5.000000
283 1579154366 0.600000 -1.000000 0.600000 0.600000 0.072000
283 1579154365 0.600000 -1.000000 0.600000 0.600000 0.072000
283 1579154364 0.600000 -1.000000 0.600000 0.600000 0.072000
283 1579154363 0.600000 -1.000000 0.600000 0.600000 0.072000
283 1579154362 0.600000 -1.000000 0.600000 0.600000 0.072000
280 1579154376 4.400000 -1.000000 4.400000 4.400000 3.872000
280 1579154375 4.400000 -1.000000 4.400000 4.400000 3.872000
280 1579154374 4.400000 -1.000000 4.400000 4.400000 3.872000
280 1579154373 4.400000 -1.000000 4.400000 4.400000 3.872000
280 1579154372 4.400000 -1.000000 4.400000 4.400000 3.872000
280 1579154371 6.600000 -1.000000 6.600000 6.600000 8.712000
280 1579154370 6.600000 -1.000000 6.600000 6.600000 8.712000
280 1579154369 6.600000 -1.000000 6.600000 6.600000 8.712000
280 1579154368 6.600000 -1.000000 6.600000 6.600000 8.712000
280 1579154367 6.600000 -1.000000 6.600000 6.600000 8.712000
280 1579154366 2.200000 -1.000000 2.200000 2.200000 0.968000
280 1579154365 2.200000 -1.000000 2.200000 2.200000 0.968000
280 1579154364 2.200000 -1.000000 2.200000 2.200000 0.968000
280 1579154363 2.200000 -1.000000 2.200000 2.200000 0.968000
280 1579154362 2.200000 -1.000000 2.200000 2.200000 0.968000
