282 1579154376 269146.400000 -1.000000 269146.400000 269146.400000 14487956926.592003
282 1579154375 269146.400000 -1.000000 269146.400000 269146.400000 14487956926.592003
282 1579154374 269146.400000 -1.000000 269146.400000 269146.400000 14487956926.592003
282 1579154373 269146.400000 -1.000000 269146.400000 269146.400000 14487956926.592003
282 1579154372 269146.400000 -1.000000 269146.400000 269146.400000 14487956926.592003
282 1579154371 402132.800000 -1.000000 402132.800000 402132.800000 32342157767.167999
282 1579154370 402132.800000 -1.000000 402132.800000 402132.800000 32342157767.167999
282 1579154369 402132.800000 -1.000000 402132.800000 402132.800000 32342157767.167999
282 1579154368 402132.800000 -1.000000 402132.800000 402132.800000 32342157767.167999
282 1579154367 402132.800000 -1.000000 402132.800000 402132.800000 32342157767.167999
282 1579154366 133782.600000 -1.000000 133782.600000 133782.600000 3579556812.552001
282 1579154365 133782.600000 -1.000000 133782.600000 133782.600000 3579556812.552001
282 1579154364 133782.600000 -1.000000 133782.600000 133782.600000 3579556812.552001
282 1579154363 133782.600000 -1.000000 133782.600000 133782.600000 3579556812.552001
282 1579154362 133782.600000 -1.000000 133782.600000 133782.600000 3579556812.552001
