264 1579154376 1.200000 -1.000000 1.200000 1.200000 0.288000
264 1579154375 1.200000 -1.000000 1.200000 1.200000 0.288000
264 1579154374 1.200000 -1.000000 1.200000 1.200000 0.288000
264 1579154373 1.200000 -1.000000 1.200000 1.200000 0.288000
264 1579154372 1.200000 -1.000000 1.200000 1.200000 0.288000
264 1579154371 1.400000 -1.000000 1.400000 1.400000 0.392000
264 1579154370 1.400000 -1.000000 1.400000 1.400000 0.392000
264 1579154369 1.400000 -1.000000 1.400000 1.400000 0.392000
264 1579154368 1.400000 -1.000000 1.400000 1.400000 0.392000
264 1579154367 1.400000 -1.000000 1.400000 1.400000 0.392000
264 1579154366 0.800000 -1.000000 0.800000 0.800000 0.128000
264 1579154365 0.800000 -1.000000 0.800000 0.800000 0.128000
264 1579154364 0.800000 -1.000000 0.800000 0.800000 0.128000
264 1579154363 0.800000 -1.000000 0.800000 0.800000 0.128000
264 1579154362 0.800000 -1.000000 0.800000 0.800000 0.128000
264 1579154361 0.200000 -1.000000 0.200000 0.200000 0.008000
264 1579154360 0.200000 -1.000000 0.200000 0.200000 0.008000
264 1579154359 0.200000 -1.000000 0.200000 0.200000 0.008000
264 1579154358 0.200000 -1.000000 0.200000 0.200000 0.008000
264 1579154357 0.200000 -1.000000 0.200000 0.200000 0.008000
